AtomicNumber_composition_average,AtomicRadii_composition_average,AtomicVolume_composition_average,AtomicWeight_composition_average,BCCefflatcnt_composition_average,BCCenergy_pa_composition_average,BCCfermi_composition_average,BCCmagmom_composition_average,BCCvolume_pa_composition_average,BCCvolume_padiff_composition_average,BoilingT_composition_average,BulkModulus_composition_average,Column_composition_average,CovalentRadii_composition_average,CovalentRadius_composition_average,Density_composition_average,ElasticModulus_composition_average,ElectricalConductivity_composition_average,ElectronAffinity_composition_average,Electronegativity_composition_average,FirstIonizationEnergy_composition_average,GSbandgap_composition_average,GSenergy_pa_composition_average,GSestBCClatcnt_composition_average,GSestFCClatcnt_composition_average,GSmagmom_composition_average,GSvolume_pa_composition_average,Group_composition_average,HHIp_composition_average,HHIr_composition_average,HeatCapacityMass_composition_average,HeatCapacityMolar_composition_average,HeatFusion_composition_average,HeatVaporization_composition_average,ICSDVolume_composition_average,IonicRadii_composition_average,IonizationEnergy_composition_average,IsAlkali_composition_average,IsAlkalineEarth_composition_average,IsBCC_composition_average,IsBoron_composition_average,IsCarbon_composition_average,IsChalcogen_composition_average,IsDBlock_composition_average,IsFBlock_composition_average,IsFCC_composition_average,IsHalogen_composition_average,IsHexagonal_composition_average,IsMetal_composition_average,IsMetalloid_composition_average,IsMonoclinic_composition_average,IsNobleGas_composition_average,IsNonmetal_composition_average,IsOrthorhombic_composition_average,IsPnictide_composition_average,IsRareEarth_composition_average,IsRhombohedral_composition_average,IsSimpleCubic_composition_average,IsTetragonal_composition_average,IsTransitionMetal_composition_average,MeltingT_composition_average,MendeleevNumber_composition_average,MiracleRadius_composition_average,NUnfilled_composition_average,NValance_composition_average,NdUnfilled_composition_average,NdValence_composition_average,NfUnfilled_composition_average,NfValence_composition_average,NpUnfilled_composition_average,NpValence_composition_average,NsUnfilled_composition_average,NsValence_composition_average,Number_composition_average,Period_composition_average,Polarizability_composition_average,Row_composition_average,SecondIonizationEnergy_composition_average,ShearModulus_composition_average,SpaceGroupNumber_composition_average,SpecificHeatCapacity_composition_average,ThermalConductivity_composition_average,ThermalExpansionCoefficient_composition_average,ThirdIonizationEnergy_composition_average,n_ws^third_composition_average,phi_composition_average,valence_composition_average,index,Reliability,Band gap units,chemicalFormula Clean,Band gap values Clean
34.5,1.5475,23.2946681871933,78.683456,6.940898761,-3.4562151,4.19504767,0.0,20.924999999999997,0.06,2071.5,49.5,7.5,1.4249999999999998,157.0,5817.5,71.0,8.1,9.05,1.525,7.777654999999999,0.0,-3.5488436575,3.4668977959999996,4.3680175115,3.175e-06,20.865000000000002,7.5,3600.0,2900.0,0.39949999999999997,25.77,10.155,202.335,23.2,0.85,749.35,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1204.1100000000001,40.5,159.5,4.5,7.5,4.5,5.5,0.0,0.0,0.0,0.0,0.0,2.0,34.5,4.5,12.56,4.5,14.854000000000001,24.0,194.0,0.39999999999999997,56.3,20.4,31.119999999999997,1.255,3.65,2.5,866,1,eV,Cd1Sc1,1.714
39.33333333333333,1.2563333333333333,35.54522536809066,90.73966666666666,7.215037855333334,-0.9125342066666666,2.650908106666667,0.0,23.59,-2.5616666666666665,568.0,15.266666666666666,15.333333333333334,1.23,128.0,4963.333333333334,20.666666666666668,4.8999999999999995,216.4,2.5366666666666666,10.873806666666667,0.9713333333333334,-1.3260749666666667,3.7250514863333333,4.693270779333333,0.0,26.151666666666667,15.333333333333334,2766.6666666666665,5033.333333333333,0.393,59.13333333333333,5.593333333333334,43.10666666666667,50.56666666666666,1.6233333333333333,1049.1666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,375.27333333333337,86.66666666666667,52.333333333333336,0.6666666666666666,15.333333333333334,0.0,10.0,0.0,0.0,0.6666666666666666,3.3333333333333335,0.0,2.0,39.33333333333333,4.333333333333333,4.473333333333333,4.333333333333333,20.169333333333334,6.333333333333333,107.33333333333334,0.228,32.348,10.266666666666667,36.49333333333333,0.41333333333333333,1.3499999999999999,5.333333333333334,874,1,eV,Cd1Br2,4.47
48.5,1.5745,23.83134180809185,113.61449999999999,7.055701988499999,-1.69712208,6.168280964999999,0.0,22.04,0.1625,1692.5,21.0,12.5,1.4249999999999998,143.0,7980.0,38.0,9.049999999999999,14.5,1.7349999999999999,7.39009,0.0,-1.7394880925,3.519119649,4.4338129225,0.0,21.8775,12.5,2500.0,1650.0,0.232,26.38,4.7505,163.10250000000002,23.8,0.875,713.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,511.985,72.5,156.0,2.5,12.5,0.0,10.0,0.0,0.0,2.5,0.5,0.0,2.0,48.5,5.0,8.485,5.0,17.8885,9.5,166.5,0.2325,89.19999999999999,31.450000000000003,32.754999999999995,1.205,3.9749999999999996,2.5,875,1,eV,Cd1In1,0.6
49.5,1.5395,25.88572444979205,117.0855,7.183842885,-2.315127085,6.16372806,0.0,23.369999999999997,-2.1574999999999998,1450.0,42.0,13.5,1.4049999999999998,141.5,7673.5,64.5,8.65,50.5,1.8699999999999999,8.801105,0.0,-2.4647682824999997,3.686251781,4.644386214,0.0,25.5275,13.5,4800.0,2350.0,0.219,25.625,13.0,83.92,25.85,0.855,850.7,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,749.0,77.5,156.0,1.5,13.5,0.0,10.0,0.0,0.0,1.5,1.5,0.0,2.0,49.5,5.0,6.96,5.0,16.719,19.5,180.0,0.2195,60.55,20.9,31.39,1.25,4.225,3.5,876,1,eV,Cd1Sb1,0.45
49.285714285714285,1.5322857142857145,25.27062459350676,116.41771428571428,7.128975231714286,-2.090157364285714,5.845808951428571,0.0,22.838571428571427,-1.8271428571428572,1391.4285714285716,42.0,13.285714285714285,1.4057142857142857,141.85714285714286,7813.0,64.14285714285714,9.514285714285714,43.285714285714285,1.844285714285714,8.828635714285713,0.0,-2.228683417142857,3.6440617509999997,4.591230107142858,0.0,24.665714285714287,13.285714285714285,4357.142857142857,2200.0,0.22071428571428572,25.68142857142857,12.03,86.19857142857143,25.228571428571428,0.8685714285714285,853.1285714285716,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.5714285714285714,1.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.42857142857142855,0.0,0.0,0.5714285714285714,726.8885714285715,76.42857142857143,156.14285714285714,1.2857142857142858,13.285714285714285,0.0,10.0,0.0,0.0,1.2857142857142858,1.2857142857142858,0.0,2.0,49.285714285714285,5.0,7.011428571428572,5.0,16.746000000000002,19.42857142857143,182.0,0.2212857142857143,65.72857142857143,22.314285714285717,32.26,1.2485714285714287,4.2,3.2857142857142856,877,1,eV,Cd4Sb3,1.25
50.0,1.5445000000000002,27.768357089171097,120.0055,7.239362305,-1.7872287299999998,5.948104245,0.0,23.975,-3.1541666664999997,1150.5,53.5,14.0,1.385,141.0,7445.0,51.0,7.350099999999999,95.075,1.895,9.00171,0.232,-1.9767383658350002,3.7514483039999997,4.726528686,0.0,27.12916666665,14.0,2300.0,3100.0,0.21650000000000003,25.875,11.795,75.25,27.7,0.96,868.45,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,658.44,80.0,148.5,1.0,14.0,0.0,10.0,0.0,0.0,1.0,2.0,0.0,2.0,50.0,5.0,6.41,5.0,17.754,17.5,173.0,0.21700000000000003,49.574999999999996,24.8,32.72,0.62,2.025,4.0,886,1,eV,Cd1Te1,1.517
51.333333333333336,1.383,35.63258013102093,122.07331333333335,7.78041277,-0.9491154466666666,4.30825312,0.0,30.123333333333335,-5.051666666666667,651.5333333333333,19.133333333333333,15.333333333333334,1.3566666666666667,140.66666666666669,6176.666666666667,20.666666666666668,4.900000000006666,196.86666666666667,2.336666666666667,9.965446666666665,0.7080000000000001,-1.2743263533333333,4.073319296333333,5.132060724666667,0.0,35.175,15.333333333333334,3833.333333333333,3633.3333333333335,0.21966666666666668,44.96,7.243333333333332,47.22333333333333,35.5,1.7833333333333334,961.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,455.97333333333336,87.33333333333333,52.333333333333336,0.6666666666666666,15.333333333333334,0.0,10.0,0.0,0.0,0.6666666666666666,3.3333333333333335,0.0,2.0,51.333333333333336,5.0,5.79,5.0,18.39,6.333333333333333,107.33333333333334,0.174,32.566,68.26666666666667,34.49333333333333,0.41333333333333333,1.3499999999999999,5.333333333333334,890,1,eV,Cd1I2,3.5615
62.0,1.5734,27.141398906359562,151.03876000000002,7.2086206688,-2.00235692,5.748239496,0.0,23.753999999999998,-1.123,1358.8,37.6,13.2,1.4299999999999997,145.60000000000002,9102.0,50.800000000000004,9.179999999999998,44.0,1.822,8.310492,0.0,-2.0767822949999997,3.6502321261999997,4.5990042928,0.0,24.877000000000002,13.2,3140.0,3180.0,0.1874,25.82,8.1684,131.522,27.02,0.982,801.94,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.0,0.0,0.6,574.292,76.4,159.0,1.2,18.8,0.0,10.0,0.0,5.6,1.2,1.2,0.0,2.0,62.0,5.4,4.5520000000000005,5.4,16.8196,16.2,121.2,0.188,61.228,23.84,32.711600000000004,1.208,4.09,3.2,900,1,eV,Cd3Bi2,0.2
28.0,1.29,9309.290812389594,64.41235,6.0636620335,-3.355544865,7.336622459999999,0.0,15.705,-3.809375,1211.105,0.0,14.0,1.095,106.5,3655.6255,7.0,1.7,11.0,2.41,10.16023,3.2185,-5.4391215850000005,3.369249872,4.2449888355,0.0,19.514375,14.0,2300.0,1250.0,0.6365000000000001,27.932,1.823,114.5639,24.35,1.255,980.3,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.0,246.4,78.5,113.5,4.0,9.0,0.0,5.0,0.0,0.0,4.0,2.0,0.0,2.0,28.0,3.5,5.375,3.5,24.235,0.0,166.5,0.6375000000000001,40.81299,136.05,37.739000000000004,1.41,5.38,4.0,901,1,eV,In1N1,2.4
24.400000000000002,1.1019999999999999,11165.751363157797,55.52684,5.8615769274,-2.537413014,5.203427152,0.0,14.170000000000002,-0.9969999999999999,992.06,0.0,14.8,1.014,96.4,2924.8574,5.6,1.3599999999999999,96.25999999999999,2.776,10.485374,0.0,-3.9207959270000003,3.0374633630000005,3.8269640288,0.0,15.167000000000002,14.8,1620.0,1100.0,0.6439999999999999,28.3228,1.4484,92.58054,20.82,1.16,1011.6600000000001,0.0,0.0,0.0,0.4,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.6,0.4,0.0,204.78,82.2,100.4,3.2,8.8,0.0,4.0,0.0,0.0,3.2,2.8,0.0,2.0,24.400000000000002,3.2,4.341200000000001,3.2,28.6178,0.0,62.800000000000004,0.6452,32.80044,480.84,44.172399999999996,0.46799999999999997,1.56,2.4,902,1,eV,In2O3,3.1845
32.0,1.47,27.14838998851495,72.895881,6.7039304715,-3.66847066,9.2330714,0.0,19.295,-4.1201190475,1449.25,5.5,14.0,1.25,124.5,4566.5,9.5,1.7,50.35,1.9849999999999999,8.136524999999999,0.8125,-4.03365550125,3.6039541815,4.540697736,0.0,23.4151190476,14.0,2650.0,3550.0,0.501,25.282,10.9155,119.3675,22.5,0.48500000000000004,785.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.0,373.525,79.0,128.5,4.0,9.0,0.0,5.0,0.0,0.0,4.0,2.0,0.0,2.0,32.0,4.0,6.640000000000001,4.0,19.297,0.0,70.5,0.501,40.9175,79.55,29.105,1.41,4.725,4.0,906,1,eV,In1P1,1.351
29.200000000000003,1.426,26.7329907409582,65.1662,6.704013798,-2.863235538,8.018658669999999,0.0,19.144,-6.032125000000001,1368.632,4.62,14.8,1.188,119.8,4100.0,17.0,1.36,131.852,2.26,8.53055,1.3212,-3.52505081525,3.6922978238,4.65200375,0.0,25.176125,14.8,1740.0,1400.0,0.518,24.316,2.349,96.534,25.86,0.494,823.068,0.0,0.0,0.0,0.4,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.4,0.0,404.916,82.8,123.8,3.2,8.8,0.0,4.0,0.0,0.0,3.2,2.8,0.0,2.0,29.200000000000003,3.8,5.6,3.8,21.5456,0.0,97.6,0.5192,32.8014,54.84,32.11,0.46799999999999997,1.56,4.8,911,1,eV,In2S3,1.565
32.5,1.4649999999999999,26.62460197752995,73.44149999999999,6.8052839425,-2.828347135,8.08192683,0.0,20.025,-4.9984375,1531.3600000000001,3.85,14.5,1.23,123.5,4635.0,16.5,1.7000000000000002,114.71,2.18,8.073185,1.101,-3.382009339375,3.684801141,4.6425585215,0.0,25.0234375,14.5,2000.0,1500.0,0.4705,24.72,2.5060000000000002,118.1675,25.9,0.545,778.94,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,409.055,81.5,129.0,3.5,9.5,0.0,5.0,0.0,0.0,3.5,2.5,0.0,2.0,32.5,4.0,6.275,4.0,21.0995,0.0,104.5,0.4715,40.9345,51.05,31.43,0.585,1.95,4.5,913,1,eV,In1S1,1.86
30.666666666666668,1.4433333333333334,26.68481795721231,68.8441111111111,6.749022751111111,-2.8477295811111114,8.046777852222222,0.0,19.535555555555554,-5.572708333333332,1440.9555555555555,4.277777777777778,14.666666666666668,1.2066666666666666,121.44444444444446,4337.777777777777,16.77777777777778,1.5111111111111113,124.23333333333332,2.2244444444444444,8.327276666666666,1.2233333333333334,-3.4614768259722224,3.688965964777778,4.647805870666667,0.0,25.10826388888889,14.666666666666668,1855.5555555555557,1444.4444444444443,0.4968888888888889,24.495555555555555,2.4187777777777777,106.14888888888889,25.87777777777778,0.5166666666666666,803.4555555555556,0.0,0.0,0.0,0.4444444444444444,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.0,0.0,0.0,0.5555555555555556,0.5555555555555556,0.0,0.0,0.0,0.0,0.4444444444444444,0.0,406.7555555555556,82.22222222222223,126.11111111111111,3.3333333333333335,9.11111111111111,0.0,4.444444444444445,0.0,0.0,3.3333333333333335,2.666666666666667,0.0,2.0,30.666666666666668,3.8888888888888893,5.9,3.8888888888888893,21.34733333333333,0.0,100.66666666666666,0.498,36.41611111111111,53.15555555555555,31.807777777777776,0.52,1.7333333333333334,4.666666666666667,914,1,eV,In4S5,0.9
41.0,1.525,23.903311948783347,94.8698,7.018382455999999,-3.434434555,7.4364565549999995,0.0,21.72,-1.4975,1616.0,11.0,14.0,1.3199999999999998,130.5,6518.5,26.5,3.5999999999999996,53.0,1.98,7.78748,0.0,-3.6588455375,3.5935010615,4.52752763,0.0,23.2175,14.0,3300.0,3000.0,0.281,25.689999999999998,13.8655,129.3675,23.8,0.69,752.65,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,759.875,79.5,135.0,4.0,14.0,0.0,10.0,0.0,0.0,4.0,2.0,0.0,2.0,41.0,4.5,6.98,4.5,18.750999999999998,0.0,152.5,0.28150000000000003,65.8,23.75,28.1905,1.305,4.35,4.0,916,1,eV,In1As1,0.35600000000000004
41.5,1.5299999999999998,26.64573139310815,96.889,7.085431764,-2.7773231149999997,7.0050141,0.0,22.3,-2.79,1651.5,4.15,14.5,1.2999999999999998,131.0,6064.5,17.0,5.7,111.98,2.165,7.769375,0.3995,-3.068796935,3.687998367,4.646586774,0.0,25.090000000000003,14.5,2750.0,4000.0,0.277,26.051499999999997,4.9905,126.3275,27.950000000000003,0.65,749.5999999999999,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,461.875,82.0,136.5,3.5,14.5,0.0,10.0,0.0,0.0,3.5,2.5,0.0,2.0,41.5,4.5,6.71,4.5,20.0295,1.85,76.5,0.2765,41.82,38.55,29.425,0.585,1.95,4.5,923,1,eV,In1Se1,1.24
44.0,1.5733333333333333,26.458040315535,102.86533333333333,7.160832730999999,-2.7361837833333333,7.469431943333333,0.0,23.009999999999998,-1.8033333333333335,1882.6666666666665,2.766666666666667,14.0,1.3466666666666667,134.66666666666669,6479.666666666666,16.0,4.933333333333334,84.32,2.0366666666666666,7.10837,0.26633333333333337,-2.93479861,3.6744381536666664,4.629501975666667,0.0,24.813333333333336,14.0,2933.3333333333335,3333.333333333333,0.26233333333333336,26.281,4.4239999999999995,159.66333333333336,27.333333333333336,0.7,685.8333333333333,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,451.16666666666663,79.66666666666667,142.66666666666666,4.0,14.0,0.0,10.0,0.0,0.0,4.0,2.0,0.0,2.0,44.0,4.666666666666667,7.69,4.666666666666667,19.642666666666667,1.2333333333333334,97.33333333333334,0.262,55.08,36.400000000000006,28.96,0.7799999999999999,2.6,4.0,925,1,eV,In2Se1,0.7390000000000001
40.0,1.5039999999999998,26.75834603965204,93.3032,7.0401911838,-2.802006714,6.726363394,0.0,21.874000000000002,-3.382,1512.8,4.98,14.8,1.2719999999999998,128.8,5815.4,17.6,6.16,128.576,2.242,8.165978,0.47940000000000005,-3.1491959300000003,3.6961344950000004,4.656837653,0.0,25.256,14.8,2640.0,4400.0,0.28580000000000005,25.913800000000002,5.3304,106.32600000000001,28.320000000000004,0.62,787.8599999999999,0.0,0.0,0.0,0.4,0.0,0.6,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,468.29999999999995,83.4,132.8,3.2,14.8,0.0,10.0,0.0,0.0,3.2,2.8,0.0,2.0,40.0,4.4,6.122,4.4,20.2616,2.22,64.0,0.2852,33.864,39.84,29.704,0.46799999999999997,1.56,4.8,927,1,eV,In2Se3,1.2
50.0,1.625,28.137040802088897,118.289,7.439775561499999,-3.271910125,8.393714724999999,0.0,25.759999999999998,-2.15,2102.5,21.0,14.0,1.42,140.5,7003.5,40.5,3.0,65.0,1.915,7.197375,0.0,-3.39208215,3.8144498589999998,4.8059056705,0.0,27.91,14.0,5600.0,2700.0,0.22,25.985,11.5405,147.1525,28.15,0.78,696.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,666.765,80.0,155.0,4.0,14.0,0.0,10.0,0.0,0.0,4.0,2.0,0.0,2.0,50.0,5.0,8.125,5.0,17.6995,10.0,152.5,0.22,52.949999999999996,21.55,26.665,1.2149999999999999,4.15,4.0,934,1,eV,In1Sb1,0.17
50.8,1.624,30.807076497683802,122.48719999999999,7.5320270448,-2.7620331,8.134055566,0.0,26.752000000000002,-3.809999999799999,1694.6,39.0,14.8,1.392,139.6,6668.0,29.6,1.3601199999999998,125.69,1.9720000000000002,7.7203040000000005,0.27840000000000004,-2.951502288002,3.926112113,4.9465912952,0.0,30.56199999998,14.8,3060.0,3740.0,0.21440000000000003,26.134,11.7444,120.912,30.779999999999998,0.9020000000000001,744.8400000000001,0.0,0.0,0.0,0.4,0.0,0.6,0.0,0.0,0.0,0.0,0.6,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,605.496,84.0,146.0,3.2,14.8,0.0,10.0,0.0,0.0,3.2,2.8,0.0,2.0,50.8,5.0,7.16,5.0,18.7076,9.6,146.8,0.21440000000000003,34.05,24.12,27.988,0.46799999999999997,1.56,4.8,940,1,eV,In2Te3,0.98
22.0,1.0266666666666666,12403.78703941362,50.236266666666666,5.726777662666667,-2.938142886666667,5.065871426666666,0.0,13.296666666666667,-3.868333333333333,1018.4000000000001,19.333333333333332,15.333333333333332,0.9566666666666666,90.33333333333334,2437.619333333333,16.666666666666668,2.9,134.4,2.9466666666666668,11.526673333333333,0.0,-4.491543633333333,3.1048760453333335,3.9118986866666665,0.0,17.165,15.333333333333332,1200.0,866.6666666666667,0.6876666666666666,28.582,2.53,99.06393333333334,20.53333333333333,1.17,1112.1333333333334,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,204.89333333333332,84.66666666666667,94.33333333333333,2.6666666666666665,8.666666666666668,0.0,3.3333333333333335,0.0,0.0,2.6666666666666665,3.333333333333333,0.0,2.0,22.0,3.0,2.888,3.0,28.288666666666664,6.0,55.0,0.6893333333333334,22.378266666666665,527.3333333333334,46.79,0.41333333333333333,1.3833333333333335,2.6666666666666665,948,1,eV,Sn1O2,3.5
27.333333333333336,1.3866666666666667,27.099958950469002,60.946666666666665,6.66281863,-3.3001679133333335,8.193906446666666,0.0,18.82333333333333,-9.462916666666667,1436.8133333333335,24.466666666666665,15.333333333333332,1.15,116.33333333333334,3743.333333333333,29.333333333333336,2.9000000000000004,173.94666666666666,2.373333333333333,9.354646666666667,1.468,-4.051826842500001,3.8324698906666668,4.828609488000001,0.0,28.28625,15.333333333333332,1333.3333333333333,1200.0,0.5476666666666666,24.13,3.530666666666667,103.45666666666668,26.133333333333333,0.43,902.5866666666667,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,427.26666666666665,85.33333333333333,120.33333333333334,2.6666666666666665,8.666666666666668,0.0,3.3333333333333335,0.0,0.0,2.6666666666666665,3.333333333333333,0.0,2.0,27.333333333333336,3.666666666666667,4.286666666666666,3.666666666666667,20.430666666666667,6.0,93.66666666666666,0.5493333333333333,22.37933333333333,54.0,33.38733333333333,0.41333333333333333,1.3833333333333335,5.333333333333333,964,1,eV,Sn1S2,2.475
33.0,1.445,27.0666655283679,75.38749999999999,6.844761335,-3.448857295,8.408066654999999,0.0,20.425,-9.110937499999999,1796.3600000000001,32.85,15.0,1.2149999999999999,122.0,4635.0,34.5,4.35,160.70999999999998,2.27,8.851965,1.101,-4.029131904375,3.8875625585,4.8980219,0.0,29.535937499999996,15.0,1650.0,1300.0,0.46749999999999997,24.845,4.4355,150.185,26.35,0.5,854.09,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,446.72,84.0,129.0,3.0,10.0,0.0,5.0,0.0,0.0,3.0,3.0,0.0,2.0,33.0,4.0,4.9799999999999995,4.0,18.980999999999998,9.0,105.5,0.469,33.4345,46.0,32.666,0.62,2.075,5.0,966,1,eV,Sn1S1,1.08
28.0,1.2000000000000002,12220.66028679682,63.205333333333336,7.064141184666667,-1.93467228,4.491991686666666,0.0,22.10333333333333,-5.323333333333333,1117.64,20.066666666666666,16.0,1.13,114.33333333333334,2438.809333333333,16.666666666666668,2.9,272.8666666666667,2.7600000000000002,11.09306,1.662,-2.5099715333333332,3.790401014,4.775606024666667,0.0,27.426666666666666,16.0,1866.6666666666665,1200.0,0.39499999999999996,31.62933333333333,4.516666666666667,103.59,28.333333333333332,1.4433333333333334,1070.2666666666667,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,282.76,89.33333333333333,51.666666666666664,2.0,9.333333333333334,0.0,3.3333333333333335,0.0,0.0,2.0,4.0,0.0,2.0,28.0,3.666666666666667,3.8066666666666666,3.666666666666667,20.750666666666667,6.0,89.66666666666666,0.396,22.205933333333334,7.333333333333333,36.574666666666666,0.41333333333333333,1.3833333333333335,6.0,970,1,eV,Sn1Cl2,3.9
39.333333333333336,1.4733333333333332,27.12813150457327,92.21,7.0363490586666675,-3.2321358866666667,6.758022806666666,0.0,21.85666666666667,-6.5183333333333335,1597.0,24.866666666666667,15.333333333333332,1.2433333333333332,126.33333333333334,5649.333333333333,30.0,8.233333333333333,170.30666666666667,2.3533333333333335,8.949566666666666,0.5326666666666667,-3.6342103033333335,3.8367328586666667,4.8339804913333335,0.0,28.375,15.333333333333332,2333.3333333333335,4533.333333333333,0.2896666666666667,25.90533333333333,6.843333333333334,114.33666666666667,28.866666666666667,0.57,863.4666666666667,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,497.69333333333327,86.0,130.33333333333334,2.6666666666666665,15.333333333333332,0.0,10.0,0.0,0.0,2.6666666666666665,3.333333333333333,0.0,2.0,39.333333333333336,4.333333333333333,4.866666666666666,4.333333333333333,19.004,8.466666666666667,56.333333333333336,0.28933333333333333,23.56,37.333333333333336,30.714,0.41333333333333333,1.3833333333333335,5.333333333333333,971,1,eV,Sn1Se2,1.5
42.0,1.51,27.0877949439461,98.835,7.1249091565,-3.397833275,7.331153925000001,0.0,22.700000000000003,-6.9025,1916.5,33.15,15.0,1.285,129.5,6064.5,35.0,8.35,157.98000000000002,2.255,8.548155,0.3995,-3.7159195,3.8907597845,4.9020501525,0.0,29.6025,15.0,2400.0,3800.0,0.274,26.176499999999997,6.92,158.345,28.4,0.605,824.75,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,499.53999999999996,84.5,136.5,3.0,15.0,0.0,10.0,0.0,0.0,3.0,3.0,0.0,2.0,42.0,4.5,5.415,4.5,17.911,10.85,77.5,0.274,34.32,33.5,30.661,0.62,2.075,5.0,973,1,eV,Sn1Se1,1.055
